symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
1101.TW,2021-07-16,46.82,46.91,46.64,46.82,42.002171,13353443,13353443,0,0,46.79,"July 16, 21",0
1101.TW,2021-07-15,46.82,47.09,46.64,46.91,42.083725,13065336,13065336,0.09,0.19223,46.88,"July 15, 21",0.0019223
1101.TW,2021-07-14,47.18,47.28,46.64,46.82,42.002171,22269104,22269104,-0.36,-0.76304,46.91,"July 14, 21",-0.0076304
1101.TW,2021-07-13,47.73,47.73,47,47.18,42.328396,25647312,25647312,-0.55,-1.15,47.31,"July 13, 21",-0.0115
1101.TW,2021-07-12,47.46,47.64,47.09,47.46,42.573071,29330407,29330407,0,0,47.4,"July 12, 21",0
1101.TW,2021-07-09,47.73,48,47.09,47.28,42.409958,41556484,41556484,-0.45,-0.9428,47.46,"July 09, 21",-0.009428
1101.TW,2021-07-08,46.82,48.09,46.82,48,43.062416,58789169,58789169,1.18,2.52,47.64,"July 08, 21",0.0252
1101.TW,2021-07-07,46.46,46.64,46.37,46.64,41.83905,26604917,26604917,0.18,0.38743,46.55,"July 07, 21",0.0038743
1101.TW,2021-07-06,46.28,46.64,46.09,46.55,41.757492,26374406,26374406,0.27,0.58341,46.43,"July 06, 21",0.0058341
1101.TW,2021-07-05,46.28,46.37,45.91,46,41.268147,27241285,27241285,-0.28,-0.60501,46.09,"July 05, 21",-0.0060501
1101.TW,2021-07-02,46,46.28,45.91,45.91,41.186592,18885463,18885463,-0.09,-0.19565,46.03,"July 02, 21",-0.0019565
1101.TW,2021-07-01,46.28,46.37,46,46,41.268147,23240318,23240318,-0.28,-0.60501,46.12,"July 01, 21",-0.0060501
1101.TW,2021-06-30,46.46,46.55,46.28,46.37,41.594379,15206444,15206444,-0.09,-0.19372,46.4,"June 30, 21",-0.0019372
1101.TW,2021-06-29,46.46,46.55,46.28,46.55,41.757492,12209089,12209089,0.09,0.19372,46.46,"June 29, 21",0.0019372
1101.TW,2021-06-28,46.37,46.55,46.18,46.46,41.675941,17603235,17603235,0.09,0.19409,46.4,"June 28, 21",0.0019409
1101.TW,2021-06-25,46.46,46.64,46.18,46.37,41.594379,17567861,17567861,-0.09,-0.19372,46.4,"June 25, 21",-0.0019372
1101.TW,2021-06-24,46.37,46.55,46.18,46.46,41.675941,14860368,14860368,0.09,0.19409,46.4,"June 24, 21",0.0019409
1101.TW,2021-06-23,46.28,46.46,45.91,46.37,41.594379,18068311,18068311,0.09,0.19447,46.25,"June 23, 21",0.0019447
1101.TW,2021-06-22,46.09,46.55,46,46.28,41.512821,16728829,16728829,0.19,0.41224,46.28,"June 22, 21",0.0041224
1101.TW,2021-06-21,45.91,46.55,45.82,46.09,41.349705,22656123,22656123,0.18,0.39207,46.15,"June 21, 21",0.0039207
1101.TW,2021-06-18,46.64,46.73,46.37,46.37,41.594379,26264671,26264671,-0.27,-0.5789,46.49,"June 18, 21",-0.005789
1101.TW,2021-06-17,46.91,47.09,46.73,46.82,42.002171,16666703,16666703,-0.09,-0.19186,46.88,"June 17, 21",-0.0019186
1101.TW,2021-06-16,46.73,47.28,46.64,47.18,42.328396,19098136,19098136,0.45,0.96298,47.03,"June 16, 21",0.0096298
1101.TW,2021-06-15,46.46,46.73,46.37,46.64,41.83905,10222716,10222716,0.18,0.38743,46.58,"June 15, 21",0.0038743
1101.TW,2021-06-11,46.82,46.91,46.55,46.73,41.920609,9355649,9355649,-0.09,-0.19223,46.73,"June 11, 21",-0.0019223
1101.TW,2021-06-10,46.64,46.82,46.28,46.82,42.002171,10207843,10207843,0.18,0.38593,46.64,"June 10, 21",0.0038593
1101.TW,2021-06-09,46.46,46.73,46.18,46.64,41.83905,12775840,12775840,0.18,0.38743,46.52,"June 09, 21",0.0038743
1101.TW,2021-06-08,47.09,47.09,46.46,46.73,41.920609,9568559,9568559,-0.36,-0.76449,46.76,"June 08, 21",-0.0076449
1101.TW,2021-06-07,47.18,47.28,46.18,46.82,42.002171,13523595,13523595,-0.36,-0.76304,46.76,"June 07, 21",-0.0076304
1101.TW,2021-06-04,47.55,47.55,47,47.18,42.328396,13497911,13497911,-0.37,-0.77813,47.25,"June 04, 21",-0.0077813
1101.TW,2021-06-03,47.28,47.64,47.09,47.55,42.654629,26155232,26155232,0.27,0.57107,47.43,"June 03, 21",0.0057107
1101.TW,2021-06-02,46.91,47.37,46.73,47.28,42.409958,24660210,24660210,0.37,0.78874,47.12,"June 02, 21",0.0078874
1101.TW,2021-06-01,46.91,46.91,46.55,46.82,42.002171,10704778,10704778,-0.09,-0.19186,46.76,"June 01, 21",-0.0019186
1101.TW,2021-05-31,46,46.91,45.91,46.91,42.083725,26507130,26507130,0.91,1.98,46.58,"May 31, 21",0.0198
1101.TW,2021-05-28,45.82,46.09,45.55,46,41.268147,18262166,18262166,0.18,0.39284,45.88,"May 28, 21",0.0039284
1101.TW,2021-05-27,45.46,45.82,45.32,45.73,41.023476,45282547,45282547,0.27,0.59393,45.62,"May 27, 21",0.0059393
1101.TW,2021-05-26,46.46,46.82,46,46.09,41.349705,20615939,20615939,-0.37,-0.79638,46.31,"May 26, 21",-0.0079638
1101.TW,2021-05-25,46.73,46.91,46.37,46.46,41.675941,16457043,16457043,-0.27,-0.57779,46.58,"May 25, 21",-0.0057779
1101.TW,2021-05-24,46.18,46.82,45.82,46.64,41.83905,17586350,17586350,0.46,0.9961,46.43,"May 24, 21",0.009961
1101.TW,2021-05-21,49,49,46.18,46.55,41.757492,32059875,32059875,-2.45,-5,47.25,"May 21, 21",-0.05
1101.TW,2021-05-20,46.37,46.64,45.46,46.18,41.431263,33427533,33427533,-0.19,-0.40975,46.09,"May 20, 21",-0.0040975
1101.TW,2021-05-19,45.37,46.18,45,45.91,41.186592,32608362,32608362,0.54,1.19,45.7,"May 19, 21",0.0119
1101.TW,2021-05-18,43.82,45.46,43.82,45.46,40.778805,35800174,35800174,1.64,3.74,44.91,"May 18, 21",0.0374
1101.TW,2021-05-17,43.46,44.59,43.18,43.55,39.066093,57739179,57739179,0.09,0.20709,43.78,"May 17, 21",0.0020709
1101.TW,2021-05-14,45.09,45.73,44.82,45.09,40.452572,42035926,42035926,0,0,45.22,"May 14, 21",0
1101.TW,2021-05-13,43.14,45.46,42.96,44.73,40.126347,59659955,59659955,1.59,3.69,44.38,"May 13, 21",0.0369
1101.TW,2021-05-12,46.46,46.91,43.18,45.09,40.452572,106188324,106188324,-1.37,-2.95,45.06,"May 12, 21",-0.0295
1101.TW,2021-05-11,47.73,48.37,46.28,46.91,42.083725,61176646,61176646,-0.82,-1.72,47.18,"May 11, 21",-0.0172
1101.TW,2021-05-10,47.73,48.46,47.46,48.09,43.143974,34970257,34970257,0.36,0.75424,48,"May 10, 21",0.0075424
1101.TW,2021-05-07,48.37,48.55,47,47.55,42.654629,47845764,47845764,-0.82,-1.7,47.7,"May 07, 21",-0.017
1101.TW,2021-05-06,46.28,48.18,46.28,48.18,43.225529,47622589,47622589,1.9,4.11,47.55,"May 06, 21",0.0411
1101.TW,2021-05-05,45.46,46.73,45.09,46.18,41.431263,46391033,46391033,0.72,1.58,46,"May 05, 21",0.0158
1101.TW,2021-05-04,46.73,47.28,44.55,45.64,40.941921,86049267,86049267,-1.09,-2.33,45.82,"May 04, 21",-0.0233
1101.TW,2021-05-03,47.28,47.28,46,46.55,41.757492,64650501,64650501,-0.73,-1.54,46.61,"May 03, 21",-0.0154
1101.TW,2021-04-29,48.18,48.28,47.37,47.37,42.491512,48703273,48703273,-0.81,-1.68,47.67,"April 29, 21",-0.0168
1101.TW,2021-04-28,47.91,48.37,47.37,48.37,43.388649,46373700,46373700,0.46,0.96013,48.03,"April 28, 21",0.0096013
1101.TW,2021-04-27,48.37,48.37,47.73,47.91,42.980858,45512515,45512515,-0.46,-0.951,48,"April 27, 21",-0.00951
1101.TW,2021-04-26,48.55,49.28,47.37,48.28,43.307091,87035306,87035306,-0.27,-0.55613,48.31,"April 26, 21",-0.0055613
1101.TW,2021-04-23,48.82,48.91,46.46,48.18,43.225529,110188707,110188707,-0.64,-1.31,47.85,"April 23, 21",-0.0131
1101.TW,2021-04-22,51.91,53.37,48.64,49.19,44.122665,224515908,224515908,-2.72,-5.24,50.4,"April 22, 21",-0.0524
1101.TW,2021-04-21,47.46,51.73,47.37,50.64,45.427586,153207161,153207161,3.18,6.7,49.91,"April 21, 21",0.067
1101.TW,2021-04-20,48.28,49.91,46.46,47.28,42.409958,102853102,102853102,-1,-2.07,47.88,"April 20, 21",-0.0207
1101.TW,2021-04-19,45.37,45.91,45.23,45.82,41.105034,67370514,67370514,0.45,0.99184,45.65,"April 19, 21",0.0099184
1101.TW,2021-04-16,43.55,44.55,43.41,44.55,39.963223,52462000,52462000,1,2.3,44.17,"April 16, 21",0.023
1101.TW,2021-04-15,42.78,44.09,42.73,43.55,39.066093,43044520,43044520,0.77,1.8,43.46,"April 15, 21",0.018
1101.TW,2021-04-14,42.96,43,42.37,42.73,38.332077,29552245,29552245,-0.23,-0.53538,42.7,"April 14, 21",-0.0053538
1101.TW,2021-04-13,42.64,43.18,42.59,42.91,38.495186,34830267,34830267,0.27,0.63321,42.9,"April 13, 21",0.0063321
1101.TW,2021-04-12,42.46,42.59,42.46,42.59,38.209736,19715312,19715312,0.13,0.30617,42.55,"April 12, 21",0.0030617
1101.TW,2021-04-09,42.64,42.78,42.46,42.46,38.087402,21577577,21577577,-0.18,-0.42214,42.56,"April 09, 21",-0.0042214
1101.TW,2021-04-08,42.46,42.64,42.37,42.64,38.250519,17617920,17617920,0.18,0.42393,42.55,"April 08, 21",0.0042393
1101.TW,2021-04-07,42.55,42.59,42.46,42.55,38.168961,14202378,14202378,0,0,42.53,"April 07, 21",0
1101.TW,2021-04-01,42.59,42.68,42.37,42.46,38.087402,18113024,18113024,-0.13,-0.30524,42.5,"April 01, 21",-0.0030524
1101.TW,2021-03-31,42.37,42.55,42.32,42.55,38.168961,23973568,23973568,0.18,0.42483,42.47,"March 31, 21",0.0042483
1101.TW,2021-03-30,42.28,42.37,42.05,42.32,37.965069,19344571,19344571,0.04,0.09460738,42.25,"March 30, 21",0.0009460738
1101.TW,2021-03-29,42.23,42.37,42,42.28,37.924286,34012266,34012266,0.05,0.1184,42.21,"March 29, 21",0.001184
1101.TW,2021-03-26,41.46,42.05,41.46,41.96,37.638832,43619958,43619958,0.5,1.21,41.82,"March 26, 21",0.0121
1101.TW,2021-03-25,41.41,41.5,41.23,41.41,37.149494,25700484,25700484,0,0,41.38,"March 25, 21",0
1101.TW,2021-03-24,41.55,41.59,41.37,41.41,37.149494,23149111,23149111,-0.14,-0.33694,41.46,"March 24, 21",-0.0033694
1101.TW,2021-03-23,41.82,41.82,41.46,41.55,37.271824,42494892,42494892,-0.27,-0.64562,41.61,"March 23, 21",-0.0064562
1101.TW,2021-03-22,42.59,42.64,40.96,41.64,37.353386,111905971,111905971,-0.95,-2.23,41.75,"March 22, 21",-0.0223
1101.TW,2021-03-19,39.09,39.09,38.73,38.82,34.8251,25697924,25697924,-0.27,-0.69071,38.88,"March 19, 21",-0.0069071
1101.TW,2021-03-18,39,39.32,39,39.18,35.151325,16330997,16330997,0.18,0.46154,39.17,"March 18, 21",0.0046154
1101.TW,2021-03-17,38.82,39.05,38.78,38.96,34.947433,13870639,13870639,0.14,0.36064,38.93,"March 17, 21",0.0036064
1101.TW,2021-03-16,38.55,38.82,38.5,38.73,34.743538,11765627,11765627,0.18,0.46693,38.68,"March 16, 21",0.0046693
1101.TW,2021-03-15,38.82,38.87,38.46,38.5,34.539646,26903246,26903246,-0.32,-0.82432,38.61,"March 15, 21",-0.0082432
1101.TW,2021-03-12,38.91,38.96,38.68,38.82,34.8251,20260443,20260443,-0.09,-0.2313,38.82,"March 12, 21",-0.002313
1101.TW,2021-03-11,39.23,39.28,38.96,38.96,34.947433,24449858,24449858,-0.27,-0.68825,39.06,"March 11, 21",-0.0068825
1101.TW,2021-03-10,39.46,39.46,39,39.09,35.069767,25966038,25966038,-0.37,-0.93766,39.18,"March 10, 21",-0.0093766
1101.TW,2021-03-09,39,39.46,38.91,39.46,35.396004,27132929,27132929,0.46,1.18,39.28,"March 09, 21",0.0118
1101.TW,2021-03-08,38.73,39,38.68,38.78,34.784321,16319225,16319225,0.05,0.1291,38.82,"March 08, 21",0.001291
1101.TW,2021-03-05,38.32,38.64,38.23,38.64,34.66198,10150025,10150025,0.32,0.83507,38.5,"March 05, 21",0.0083507
1101.TW,2021-03-04,38.68,38.68,38.32,38.64,34.66198,21731064,21731064,-0.04,-0.10341,38.55,"March 04, 21",-0.0010341
1101.TW,2021-03-03,38.55,38.73,38.41,38.68,34.702759,18216765,18216765,0.13,0.33722,38.61,"March 03, 21",0.0033722
1101.TW,2021-03-02,38.41,38.64,38.28,38.28,34.335751,23519083,23519083,-0.13,-0.33845,38.4,"March 02, 21",-0.0033845
1101.TW,2021-02-26,38.82,38.82,38.18,38.18,34.254196,34938012,34938012,-0.64,-1.65,38.4,"February 26, 21",-0.0165
1101.TW,2021-02-25,38.91,39,38.73,39,34.988216,16591518,16591518,0.09,0.2313,38.91,"February 25, 21",0.002313
1101.TW,2021-02-24,38.91,39,38.55,38.68,34.702759,19089287,19089287,-0.23,-0.59111,38.74,"February 24, 21",-0.0059111
1101.TW,2021-02-23,38.18,38.73,38.18,38.59,34.621204,29132293,29132293,0.41,1.07,38.5,"February 23, 21",0.0107
1101.TW,2021-02-22,37.91,38.28,37.78,38,34.091084,25636192,25636192,0.09,0.2374,38.02,"February 22, 21",0.002374
1101.TW,2021-02-19,37.59,37.87,37.32,37.82,33.927963,18528736,18528736,0.23,0.61186,37.67,"February 19, 21",0.0061186
1101.TW,2021-02-18,37.5,37.87,37.46,37.59,33.724072,21429480,21429480,0.09,0.24,37.64,"February 18, 21",0.0024
1101.TW,2021-02-17,37.28,37.55,37.09,37.5,33.642509,26588008,26588008,0.22,0.59013,37.38,"February 17, 21",0.0059013
1101.TW,2021-02-05,36.87,37.18,36.87,37.14,33.316284,14522393,14522393,0.27,0.7323,37.06,"February 05, 21",0.007323
1101.TW,2021-02-04,36.82,36.96,36.73,36.73,32.949272,19639349,19639349,-0.09,-0.24443,36.81,"February 04, 21",-0.0024443
1101.TW,2021-02-03,37.09,37.18,36.82,36.87,33.071609,25285575,25285575,-0.22,-0.59315,36.96,"February 03, 21",-0.0059315
1101.TW,2021-02-02,37.23,37.41,36.96,37.05,33.234726,21095294,21095294,-0.18,-0.48348,37.14,"February 02, 21",-0.0048348
1101.TW,2021-02-01,36.64,37.23,36.64,37.09,33.275501,12918107,12918107,0.45,1.23,36.99,"February 01, 21",0.0123
1101.TW,2021-01-29,36.59,36.78,36.5,36.5,32.74538,22919977,22919977,-0.09,-0.24597,36.59,"January 29, 21",-0.0024597
1101.TW,2021-01-28,36.59,36.91,36.55,36.59,32.826935,24572910,24572910,0,0,36.68,"January 28, 21",0
1101.TW,2021-01-27,36.73,37,36.68,36.68,32.908493,16931963,16931963,-0.05,-0.13613,36.79,"January 27, 21",-0.0013613
1101.TW,2021-01-26,37,37.18,36.55,36.68,32.908493,38817285,38817285,-0.32,-0.86486,36.81,"January 26, 21",-0.0086486
1101.TW,2021-01-25,36.96,37.37,36.91,37.18,33.357059,22850488,22850488,0.22,0.59524,37.15,"January 25, 21",0.0059524
1101.TW,2021-01-22,37.05,37.09,36.82,36.91,33.112389,31284659,31284659,-0.14,-0.37787,36.94,"January 22, 21",-0.0037787
1101.TW,2021-01-21,37.28,37.41,37.09,37.09,33.275501,19650178,19650178,-0.19,-0.50966,37.2,"January 21, 21",-0.0050966
1101.TW,2021-01-20,37.87,37.91,37.09,37.23,33.397839,38529978,38529978,-0.64,-1.69,37.41,"January 20, 21",-0.0169
1101.TW,2021-01-19,37.82,38.18,37.82,37.96,34.050301,13261660,13261660,0.14,0.37017,37.99,"January 19, 21",0.0037017
1101.TW,2021-01-18,38.14,38.14,37.64,37.82,33.927963,27598255,27598255,-0.32,-0.83901,37.87,"January 18, 21",-0.0083901
1101.TW,2021-01-15,38.64,38.64,38.14,38.14,34.213417,33681520,33681520,-0.5,-1.29,38.31,"January 15, 21",-0.0129
1101.TW,2021-01-14,38.91,38.91,38.59,38.68,34.702759,22024250,22024250,-0.23,-0.59111,38.73,"January 14, 21",-0.0059111
